   0.50000000  -0.50000000  -1.38730642 
   0.50000000  -0.55000000  -1.43176043 
   0.50000000  -0.60000000  -1.46484658 
   0.50000000  -0.65000000  -1.48989779 
   0.50000000  -0.70000000  -1.50918343 
   0.50000000  -0.75000000  -1.52426958 
   0.50000000  -0.80000000  -1.53625277 
   0.50000000  -0.85000000  -1.54590976 
   0.50000000  -0.90000000  -1.55379765 
   0.50000000  -0.95000000  -1.56032064 
   0.50000000  -1.00000000  -1.56577460 
   0.50000000  -1.05000000  -1.57037879 
   0.50000000  -1.10000000  -1.57429720 
   0.50000000  -1.15000000  -1.57765178 
   0.50000000  -1.20000000  -1.58054399 
   0.50000000  -1.25000000  -1.58304648 
   0.50000000  -1.30000000  -1.58521932 
   0.50000000  -1.35000000  -1.58711322 
   0.50000000  -1.40000000  -1.58876414 
   0.50000000  -1.45000000  -1.59020355 
   0.50000000  -1.50000000  -1.59146987 
   0.50000000  -1.55000000  -1.59257467 
   0.50000000  -1.60000000  -1.59354154 
   0.50000000  -1.65000000  -1.59438515 
   0.50000000  -1.70000000  -1.59512339 
   0.50000000  -1.75000000  -1.59576676 
   0.50000000  -1.80000000  -1.59632621 
   0.50000000  -1.85000000  -1.59681136 
   0.50000000  -1.90000000  -1.59723079 
   0.50000000  -1.95000000  -1.59759223 
   0.50000000  -2.00000000  -1.59790262 
   0.50000000  -2.05000000  -1.59816821 
   0.50000000  -2.10000000  -1.59839459 
   0.50000000  -2.15000000  -1.59858673 
   0.50000000  -2.20000000  -1.59874978 
   0.50000000  -2.25000000  -1.59888743 
   0.50000000  -2.30000000  -1.59900310 
   0.50000000  -2.35000000  -1.59909982 
   0.50000000  -2.40000000  -1.59918032 
   0.50000000  -2.45000000  -1.59924719 
   0.50000000  -2.50000000  -1.59930277 
   0.50000000  -2.55000000  -1.59934900 
   0.50000000  -2.60000000  -1.59938733 
   0.50000000  -2.65000000  -1.59941873 
   0.50000000  -2.70000000  -1.59944405 
   0.50000000  -2.75000000  -1.59946413 
   0.50000000  -2.80000000  -1.59947987 
   0.50000000  -2.85000000  -1.59949219 
   0.50000000  -2.90000000  -1.59950199 
   0.50000000  -2.95000000  -1.59951003 
   0.50000000  -3.00000000  -1.59951673 
   0.55000000  -0.50000000  -1.43176074 
   0.55000000  -0.55000000  -1.47535216 
   0.55000000  -0.60000000  -1.50753930 
   0.55000000  -0.65000000  -1.53168110 
   0.55000000  -0.70000000  -1.55006413 
   0.55000000  -0.75000000  -1.56427224 
   0.55000000  -0.80000000  -1.57541708 
   0.55000000  -0.85000000  -1.58428747 
   0.55000000  -0.90000000  -1.59144890 
   0.55000000  -0.95000000  -1.59731017 
   0.55000000  -1.00000000  -1.60216848 
   0.55000000  -1.05000000  -1.60624188 
   0.55000000  -1.10000000  -1.60969132 
   0.55000000  -1.15000000  -1.61263390 
   0.55000000  -1.20000000  -1.61516747 
   0.55000000  -1.25000000  -1.61735893 
   0.55000000  -1.30000000  -1.61926316 
   0.55000000  -1.35000000  -1.62092683 
   0.55000000  -1.40000000  -1.62237939 
   0.55000000  -1.45000000  -1.62365254 
   0.55000000  -1.50000000  -1.62477033 
   0.55000000  -1.55000000  -1.62575159 
   0.55000000  -1.60000000  -1.62661321 
   0.55000000  -1.65000000  -1.62736735 
   0.55000000  -1.70000000  -1.62802948 
   0.55000000  -1.75000000  -1.62860816 
   0.55000000  -1.80000000  -1.62911260 
   0.55000000  -1.85000000  -1.62955096 
   0.55000000  -1.90000000  -1.62993062 
   0.55000000  -1.95000000  -1.63025829 
   0.55000000  -2.00000000  -1.63054001 
   0.55000000  -2.05000000  -1.63078122 
   0.55000000  -2.10000000  -1.63098689 
   0.55000000  -2.15000000  -1.63116126 
   0.55000000  -2.20000000  -1.63130941 
   0.55000000  -2.25000000  -1.63143443 
   0.55000000  -2.30000000  -1.63153942 
   0.55000000  -2.35000000  -1.63162709 
   0.55000000  -2.40000000  -1.63169994 
   0.55000000  -2.45000000  -1.63176032 
   0.55000000  -2.50000000  -1.63181042 
   0.55000000  -2.55000000  -1.63185202 
   0.55000000  -2.60000000  -1.63188642 
   0.55000000  -2.65000000  -1.63191450 
   0.55000000  -2.70000000  -1.63193701 
   0.55000000  -2.75000000  -1.63195472 
   0.55000000  -2.80000000  -1.63196846 
   0.55000000  -2.85000000  -1.63197908 
   0.55000000  -2.90000000  -1.63198745 
   0.55000000  -2.95000000  -1.63199426 
   0.55000000  -3.00000000  -1.63199990 
   0.60000000  -0.50000000  -1.46484701 
   0.60000000  -0.55000000  -1.50753943 
   0.60000000  -0.60000000  -1.53879542 
   0.60000000  -0.65000000  -1.56199189 
   0.60000000  -0.70000000  -1.57943558 
   0.60000000  -0.75000000  -1.59272851 
   0.60000000  -0.80000000  -1.60299806 
   0.60000000  -0.85000000  -1.61104547 
   0.60000000  -0.90000000  -1.61744491 
   0.60000000  -0.95000000  -1.62261017 
   0.60000000  -1.00000000  -1.62684021 
   0.60000000  -1.05000000  -1.63035228 
   0.60000000  -1.10000000  -1.63330460 
   0.60000000  -1.15000000  -1.63581554 
   0.60000000  -1.20000000  -1.63796157 
   0.60000000  -1.25000000  -1.63982169 
   0.60000000  -1.30000000  -1.64143951 
   0.60000000  -1.35000000  -1.64285768 
   0.60000000  -1.40000000  -1.64409850 
   0.60000000  -1.45000000  -1.64519043 
   0.60000000  -1.50000000  -1.64615328 
   0.60000000  -1.55000000  -1.64700255 
   0.60000000  -1.60000000  -1.64775175 
   0.60000000  -1.65000000  -1.64841194 
   0.60000000  -1.70000000  -1.64899114 
   0.60000000  -1.75000000  -1.64950074 
   0.60000000  -1.80000000  -1.64994643 
   0.60000000  -1.85000000  -1.65033483 
