  45.00000000 -224.97497956 
  45.45150502 -224.99694305 
  45.90301003 -225.01770565 
  46.35451505 -225.03729707 
  46.80602007 -225.05578382 
  47.25752508 -225.07322659 
  47.70903010 -225.08968246 
  48.16053512 -225.10520513 
  48.61204013 -225.11984517 
  49.06354515 -225.13365017 
  49.51505017 -225.14666499 
  49.96655518 -225.15893194 
  50.41806020 -225.17049094 
  50.86956522 -225.18137972 
  51.32107023 -225.19163389 
  51.77257525 -225.20128714 
  52.22408027 -225.21037125 
  52.67558528 -225.21891623 
  53.12709030 -225.22695043 
  53.57859532 -225.23450059 
  54.03010033 -225.24159194 
  54.48160535 -225.24824831 
  54.93311037 -225.25449218 
  55.38461538 -225.26034481 
  55.83612040 -225.26582629 
  56.28762542 -225.27095559 
  56.73913043 -225.27573487 
  57.19063545 -225.28021549 
  57.64214047 -225.28439258 
  58.09364548 -225.28828406 
  58.54515050 -225.29190407 
  58.99665552 -225.29526631 
  59.44816054 -225.29838372 
  59.89966555 -225.30126856 
  60.35117057 -225.30393240 
  60.80267559 -225.30638621 
  61.25418060 -225.30864040 
  61.70568562 -225.31070477 
  62.15719064 -225.31258864 
  62.60869565 -225.31430083 
  63.06020067 -225.31584968 
  63.51170569 -225.31724311 
  63.96321070 -225.31848863 
  64.41471572 -225.31959335 
  64.86622074 -225.32056406 
  65.31772575 -225.32140723 
  65.76923077 -225.32212901 
  66.22073579 -225.32273537 
  66.67224080 -225.32323213 
  67.12374582 -225.32362476 
  67.57525084 -225.32391777 
  68.02675585 -225.32411523 
  68.47826087 -225.32422183 
  68.92976589 -225.32424220 
  69.38127090 -225.32418050 
  69.83277592 -225.32404066 
  70.28428094 -225.32382638 
  70.73578595 -225.32354117 
  71.18729097 -225.32318840 
  71.63879599 -225.32277121 
  72.09030100 -225.32229267 
  72.54180602 -225.32175566 
  72.99331104 -225.32116293 
  73.44481605 -225.32053633 
  73.89632107 -225.31983337 
  74.34782609 -225.31909334 
  74.79933110 -225.31830035 
  75.25083612 -225.31746853 
  75.70234114 -225.31659206 
  76.15384615 -225.31567801 
  76.60535117 -225.31472504 
  77.05685619 -225.31373698 
  77.50836120 -225.31271430 
  77.95986622 -225.31164611 
  78.41137124 -225.31055483 
  78.86287625 -225.30944118 
  79.31438127 -225.30833955 
  79.76588629 -225.30712289 
  80.21739130 -225.30597661 
  80.66889632 -225.30474638 
  81.12040134 -225.30347695 
  81.57190635 -225.30219025 
  82.02341137 -225.30090863 
  82.47491639 -225.29965342 
  82.92642140 -225.29827603 
  83.37792642 -225.29692964 
  83.82943144 -225.29553126 
  84.28093645 -225.29418770 
  84.73244147 -225.29280921 
  85.18394649 -225.29136142 
  85.63545151 -225.28996252 
  86.08695652 -225.28855116 
  86.53846154 -225.28721913 
  86.98996656 -225.30987386 
  87.44147157 -225.31196761 
  87.89297659 -225.31427524 
  88.34448161 -225.31683794 
  88.79598662 -225.31963402 
  89.24749164 -225.32267282 
  89.69899666 -225.32602399 
  90.15050167 -225.32955363 
  90.60200669 -225.33319702 
  91.05351171 -225.33672666 
  91.50501672 -225.34017130 
  91.95652174 -225.34350383 
  92.40802676 -225.34674055 
  92.85953177 -225.34986641 
  93.31103679 -225.35293043 
  93.76254181 -225.35587276 
  94.21404682 -225.35873894 
  94.66555184 -225.36152107 
  95.11705686 -225.36421841 
  95.56856187 -225.36683296 
  96.02006689 -225.36936656 
  96.47157191 -225.37182105 
  96.92307692 -225.37419662 
  97.37458194 -225.37649841 
  97.82608696 -225.37872601 
  98.27759197 -225.38088123 
  98.72909699 -225.38296565 
  99.18060201 -225.38498078 
  99.63210702 -225.38692811 
 100.08361204 -225.38880903 
 100.53511706 -225.39062497 
 100.98662207 -225.39237723 
 101.43812709 -225.39406716 
 101.88963211 -225.39569599 
 102.34113712 -225.39726496 
 102.79264214 -225.39877527 
 103.24414716 -225.40022807 
 103.69565217 -225.40163311 
 104.14715719 -225.40296831 
 104.59866221 -225.40426048 
 105.05016722 -225.40548898 
 105.50167224 -225.40667507 
 105.95317726 -225.40780093 
 106.40468227 -225.40888640 
 106.85618729 -225.40991153 
 107.30769231 -225.41089904 
 107.75919732 -225.41182895 
 108.21070234 -225.41272154 
 108.66220736 -225.41355959 
 109.11371237 -225.41436057 
 109.56521739 -225.41510996 
 110.01672241 -225.41582245 
 110.46822742 -225.41648533 
 110.91973244 -225.41711304 
 111.37123746 -225.41769354 
 111.82274247 -225.41823824 
 112.27424749 -225.41873879 
 112.72575251 -225.41920321 
 113.17725753 -225.41962634 
 113.62876254 -225.42001296 
 114.08026756 -225.42036018 
 114.53177258 -225.42067196 
 114.98327759 -225.42094508 
 115.43478261 -225.42118498 
 115.88628763 -225.42138630 
 116.33779264 -225.42155628 
 116.78929766 -225.42168791 
 117.24080268 -225.42178990 
 117.69230769 -225.42185387 
 118.14381271 -225.42188976 
 118.59531773 -225.42188798 
 119.04682274 -225.42185959 
 119.49832776 -225.42179394 
 119.94983278 -225.42170299 
 120.40133779 -225.42157525 
 120.85284281 -225.42142341 
 121.30434783 -225.42123528 
 121.75585284 -225.42102416 
 122.20735786 -225.42077731 
 122.65886288 -225.42050843 
 123.11036789 -225.42020446 
 123.56187291 -225.41987933 
 124.01337793 -225.41951975 
 124.46488294 -225.41913981 
 124.91638796 -225.41872612 
 125.36789298 -225.41829272 
 125.81939799 -225.41782635 
 126.27090301 -225.41734083 
 126.72240803 -225.41682310 
 127.17391304 -225.41628671 
 127.62541806 -225.41571893 
 128.07692308 -225.41513289 
 128.52842809 -225.41451631 
 128.97993311 -225.41388182 
 129.43143813 -225.41321767 
 129.88294314 -225.41253591 
 130.33444816 -225.41184037 
 130.78595318 -225.41109959 
 131.23745819 -225.41034339 
 131.68896321 -225.40956925 
 132.14046823 -225.40878450 
 132.59197324 -225.40795459 
 133.04347826 -225.40711135 
 133.49498328 -225.40625054 
 133.94648829 -225.40538136 
 134.39799331 -225.40446657 
 134.84949833 -225.40354068 
 135.30100334 -225.40259750 
 135.75250836 -225.40164816 
 136.20401338 -225.40065284 
 136.65551839 -225.39965271 
 137.10702341 -225.39863119 
 137.55852843 -225.39759247 
 138.01003344 -225.39653241 
 138.46153846 -225.39545748 
 138.91304348 -225.39436126 
 139.36454849 -225.39325105 
 139.81605351 -225.39211961 
 140.26755853 -225.39097526 
 140.71906355 -225.38982170 
 141.17056856 -225.38864264 
 141.62207358 -225.38744662 
 142.07357860 -225.38623479 
 142.52508361 -225.38500733 
 142.97658863 -225.38376455 
 143.42809365 -225.38250677 
 143.87959866 -225.38123431 
 144.33110368 -225.37994751 
 144.78260870 -225.37864669 
 145.23411371 -225.37733221 
 145.68561873 -225.37600440 
 146.13712375 -225.37466362 
 146.58862876 -225.37331023 
 147.04013378 -225.37194461 
 147.49163880 -225.37056710 
 147.94314381 -225.36917813 
 148.39464883 -225.36777805 
 148.84615385 -225.36636730 
 149.29765886 -225.36494628 
 149.74916388 -225.36351542 
 150.20066890 -225.36207518 
 150.65217391 -225.36062601 
 151.10367893 -225.35916837 
 151.55518395 -225.35770276 
 152.00668896 -225.35622967 
 152.45819398 -225.35474966 
 152.90969900 -225.35326326 
 153.36120401 -225.35177104 
 153.81270903 -225.35027360 
