  -0.00397500   1.19481500   2.55916000 -167.89818200 
  -0.00397500   1.19481500   2.60916000 -167.88789922 
  -0.00397500   1.24481500   2.20916000 -167.77496731 
  -0.00397500   1.24481500   2.25916000 -167.83783482 
  -0.00397500   1.24481500   2.30916000 -167.87702209 
  -0.00397500   1.24481500   2.35916000 -167.89933428 
  -0.00397500   1.24481500   2.40916000 -167.90975917 
  -0.00397500   1.24481500   2.45916000 -167.91199003 
  -0.00397500   1.24481500   2.50916000 -167.90866622 
  -0.00397500   1.24481500   2.55916000 -167.90168481 
  -0.00397500   1.24481500   2.60916000 -167.89234878 
  -0.00397500   1.29481500   2.20916000 -167.67672291 
  -0.00397500   1.29481500   2.25916000 -167.77107507 
  -0.00397500   1.29481500   2.30916000 -167.83270979 
  -0.00397500   1.29481500   2.35916000 -167.87078886 
  -0.00397500   1.29481500   2.40916000 -167.89205717 
  -0.00397500   1.29481500   2.45916000 -167.90149880 
  -0.00397500   1.29481500   2.50916000 -167.90278318 
  -0.00397500   1.29481500   2.55916000 -167.89859604 
  -0.00397500   1.29481500   2.60916000 -167.89084085 
  -0.00397500   1.34481500   2.20916000 -167.53204726 
  -0.00397500   1.34481500   2.25916000 -167.67014325 
  -0.00397500   1.34481500   2.30916000 -167.76319876 
  -0.00397500   1.34481500   2.35916000 -167.82366399 
  -0.00397500   1.34481500   2.40916000 -167.86064467 
  -0.00397500   1.34481500   2.45916000 -167.88090407 
  -0.00397500   1.34481500   2.50916000 -167.88938857 
  -0.00397500   1.34481500   2.55916000 -167.88977171 
  -0.00397500   1.34481500   2.60916000 -167.88472813 
  -0.00397500   1.39481500   2.20916000 -167.32576439 
  -0.00397500   1.39481500   2.25916000 -167.52442348 
  -0.00397500   1.39481500   2.30916000 -167.66106808 
  -0.00397500   1.39481500   2.35916000 -167.75283612 
  -0.00397500   1.39481500   2.40916000 -167.81211786 
  -0.00397500   1.39481500   2.45916000 -167.84805550 
  -0.00397500   1.39481500   2.50916000 -167.86732376 
  -0.00397500   1.39481500   2.55916000 -167.87486897 
  -0.00397500   1.39481500   2.60916000 -167.87435694 
   0.04602500   0.99481500   2.20916000 -167.73267486 
   0.04602500   0.99481500   2.25916000 -167.73451268 
   0.04602500   0.99481500   2.30916000 -167.73175263 
   0.04602500   0.99481500   2.35916000 -167.72572697 
   0.04602500   0.99481500   2.40916000 -167.71740046 
   0.04602500   0.99481500   2.45916000 -167.70748851 
   0.04602500   0.99481500   2.50916000 -167.69652492 
   0.04602500   0.99481500   2.55916000 -167.68491270 
   0.04602500   0.99481500   2.60916000 -167.67296301 
   0.04602500   1.04481500   2.20916000 -167.80525996 
   0.04602500   1.04481500   2.25916000 -167.81250694 
   0.04602500   1.04481500   2.30916000 -167.81350172 
   0.04602500   1.04481500   2.35916000 -167.81009100 
   0.04602500   1.04481500   2.40916000 -167.80359047 
   0.04602500   1.04481500   2.45916000 -167.79494286 
   0.04602500   1.04481500   2.50916000 -167.78483632 
   0.04602500   1.04481500   2.55916000 -167.77378772 
   0.04602500   1.04481500   2.60916000 -167.76218435 
   0.04602500   1.09481500   2.20916000 -167.84329629 
   0.04602500   1.09481500   2.25916000 -167.85814272 
   0.04602500   1.09481500   2.30916000 -167.86434812 
   0.04602500   1.09481500   2.35916000 -167.86449110 
   0.04602500   1.09481500   2.40916000 -167.86041266 
   0.04602500   1.09481500   2.45916000 -167.85341375 
   0.04602500   1.09481500   2.50916000 -167.84441513 
   0.04602500   1.09481500   2.55916000 -167.83408753 
   0.04602500   1.09481500   2.60916000 -167.82292495 
   0.04602500   1.14481500   2.20916000 -167.85077634 
   0.04602500   1.14481500   2.25916000 -167.87653997 
   0.04602500   1.14481500   2.30916000 -167.89020764 
   0.04602500   1.14481500   2.35916000 -167.89538744 
   0.04602500   1.14481500   2.40916000 -167.89466976 
   0.04602500   1.14481500   2.45916000 -167.88990002 
   0.04602500   1.14481500   2.50916000 -167.88237099 
   0.04602500   1.14481500   2.55916000 -167.87298684 
   0.04602500   1.14481500   2.60916000 -167.86239884 
