   0.90000000   0.90000000 -224.57451890 
   0.90000000   1.00408163 -224.81217845 
   0.90000000   1.10816327 -224.92540292 
   0.90000000   1.21224490 -224.97591045 
   0.90000000   1.31632653 -224.99478449 
   0.90000000   1.42040816 -224.99700269 
   0.90000000   1.52448980 -224.98986311 
   0.90000000   1.62857143 -224.97734093 
   0.90000000   1.73265306 -224.96193279 
   0.90000000   1.83673469 -224.94532514 
   0.90000000   1.94081633 -224.92868847 
   0.90000000   2.04489796 -224.91287581 
   0.90000000   2.14897959 -224.89856716 
   0.90000000   2.25306122 -224.88633007 
   0.90000000   2.35714286 -224.87614738 
   0.90000000   2.46122449 -224.86772616 
   0.90000000   2.56530612 -224.86065003 
   0.90000000   2.66938776 -224.85461950 
   0.90000000   2.77346939 -224.84945602 
   0.90000000   2.87755102 -224.84502660 
   0.90000000   2.98163265 -224.84120278 
   0.90000000   3.08571429 -224.83785534 
   0.90000000   3.18979592 -224.83489825 
   0.90000000   3.29387755 -224.83230081 
   0.90000000   3.39795918 -224.83002170 
   0.90000000   3.50204082 -224.82808254 
   0.90000000   3.60612245 -224.82639782 
   0.90000000   3.71020408 -224.82492312 
   0.90000000   3.81428571 -224.82359094 
   0.90000000   3.91836735 -224.82237367 
   0.90000000   4.02244898 -224.82125053 
   0.90000000   4.12653061 -224.82021846 
   0.90000000   4.23061224 -224.81927658 
   0.90000000   4.33469388 -224.81841821 
   0.90000000   4.43877551 -224.81763270 
   0.90000000   4.54285714 -224.81695164 
   0.90000000   4.64693878 -224.81633054 
   0.90000000   4.75102041 -224.81578126 
   0.90000000   4.85510204 -224.81529577 
   0.90000000   4.95918367 -224.81487242 
   0.90000000   5.06326531 -224.81449288 
   0.90000000   5.16734694 -224.81415140 
   0.90000000   5.27142857 -224.81386760 
   0.90000000   5.37551020 -224.81358047 
   0.90000000   5.47959184 -224.81332604 
   0.90000000   5.58367347 -224.81311271 
   0.90000000   5.68775510 -224.81290040 
   0.90000000   5.79183673 -224.81270647 
   0.90000000   5.89591837 -224.81252893 
   0.90000000   6.00000000 -224.81235416 
   1.18888889   0.90000000 -224.96808822 
   1.18888889   1.00408163 -225.16687795 
   1.18888889   1.10816327 -225.24987975 
   1.18888889   1.21224490 -225.27538231 
   1.18888889   1.31632653 -225.27353777 
   1.18888889   1.42040816 -225.25929013 
   1.18888889   1.52448980 -225.23991735 
   1.18888889   1.62857143 -225.21888010 
   1.18888889   1.73265306 -225.19794836 
   1.18888889   1.83673469 -225.17808284 
   1.18888889   1.94081633 -225.15984644 
   1.18888889   2.04489796 -225.14373832 
   1.18888889   2.14897959 -225.13037120 
   1.18888889   2.25306122 -225.12001717 
   1.18888889   2.35714286 -225.11227922 
   1.18888889   2.46122449 -225.10644099 
   1.18888889   2.56530612 -225.10189475 
   1.18888889   2.66938776 -225.09825970 
   1.18888889   2.77346939 -225.09527707 
   1.18888889   2.87755102 -225.09282901 
   1.18888889   2.98163265 -225.09086302 
   1.18888889   3.08571429 -225.08917856 
   1.18888889   3.18979592 -225.08773774 
   1.18888889   3.29387755 -225.08650963 
   1.18888889   3.39795918 -225.08549936 
   1.18888889   3.50204082 -225.08469879 
   1.18888889   3.60612245 -225.08407126 
   1.18888889   3.71020408 -225.08355756 
   1.18888889   3.81428571 -225.08309483 
   1.18888889   3.91836735 -225.08267324 
   1.18888889   4.02244898 -225.08227461 
   1.18888889   4.12653061 -225.08190384 
   1.18888889   4.23061224 -225.08156825 
   1.18888889   4.33469388 -225.08126737 
   1.18888889   4.43877551 -225.08101114 
   1.18888889   4.54285714 -225.08079761 
   1.18888889   4.64693878 -225.08063682 
   1.18888889   4.75102041 -225.08048528 
   1.18888889   4.85510204 -225.08037047 
   1.18888889   4.95918367 -225.08027918 
   1.18888889   5.06326531 -225.08020373 
   1.18888889   5.16734694 -225.08014254 
   1.18888889   5.27142857 -225.08010343 
