   1.02412825  55.00000000 -167.49785892 
   1.02412825  60.00000000 -167.59402182 
   1.02412825  65.00000000 -167.64544468 
   1.02412825  70.00000000 -167.66985153 
   1.02412825  75.00000000 -167.67838330 
   1.02412825  80.00000000 -167.67846128 
   1.02412825  85.00000000 -167.67614369 
   1.02412825  90.00000000 -167.73924290 
   1.02412825  95.00000000 -167.75163911 
   1.02412825 100.00000000 -167.76617040 
   1.02412825 105.00000000 -167.78398165 
   1.02412825 110.00000000 -167.80382943 
   1.02412825 115.00000000 -167.82343162 
   1.02412825 120.00000000 -167.84139594 
   1.02412825 125.00000000 -167.85733642 
   1.02412825 130.00000000 -167.87124102 
   1.02412825 135.00000000 -167.88321521 
   1.02412825 140.00000000 -167.89346202 
   1.02412825 145.00000000 -167.90217186 
   1.02412825 150.00000000 -167.90945127 
   1.02412825 155.00000000 -167.91543611 
   1.02412825 160.00000000 -167.92021720 
   1.02412825 165.00000000 -167.92386470 
   1.02412825 170.00000000 -167.92642264 
   1.02412825 175.00000000 -167.92795041 
   1.02412825 180.00000000 -167.92846675 
   1.07412825  55.00000000 -167.58268723 
   1.07412825  60.00000000 -167.67054956 
   1.07412825  65.00000000 -167.71606052 
   1.07412825  70.00000000 -167.73618934 
   1.07412825  75.00000000 -167.74138463 
   1.07412825  80.00000000 -167.73837270 
   1.07412825  85.00000000 -167.73267858 
   1.07412825  90.00000000 -167.79092564 
   1.07412825  95.00000000 -167.80185362 
   1.07412825 100.00000000 -167.81484113 
   1.07412825 105.00000000 -167.83142265 
   1.07412825 110.00000000 -167.85062959 
   1.07412825 115.00000000 -167.86982452 
   1.07412825 120.00000000 -167.88738157 
   1.07412825 125.00000000 -167.90280925 
   1.07412825 130.00000000 -167.91625476 
   1.07412825 135.00000000 -167.92781150 
   1.07412825 140.00000000 -167.93769433 
   1.07412825 145.00000000 -167.94606302 
   1.07412825 150.00000000 -167.95308485 
   1.07412825 155.00000000 -167.95885949 
   1.07412825 160.00000000 -167.96347740 
   1.07412825 165.00000000 -167.96704189 
   1.07412825 170.00000000 -167.96952461 
   1.07412825 175.00000000 -167.97099121 
   1.07412825 180.00000000 -167.97146424 
   1.12412825  55.00000000 -167.64801658 
   1.12412825  60.00000000 -167.72736028 
   1.12412825  65.00000000 -167.76707184 
   1.12412825  70.00000000 -167.78321763 
   1.12412825  75.00000000 -167.78546300 
   1.12412825  80.00000000 -167.77986038 
   1.12412825  85.00000000 -167.77105457 
   1.12412825  90.00000000 -167.76615136 
