   0.90000000   0.90000000 -224.69785838 
   0.90000000   1.00344828 -224.93655884 
   0.90000000   1.10689655 -225.05275410 
   0.90000000   1.21034483 -225.10708795 
   0.90000000   1.31379310 -225.13002124 
   0.90000000   1.41724138 -225.13617695 
   0.90000000   1.52068966 -225.13243463 
   0.90000000   1.62413793 -225.12299042 
   0.90000000   1.72758621 -225.11011307 
   0.90000000   1.83103448 -225.09557505 
   0.90000000   1.93448276 -225.08056520 
   0.90000000   2.03793103 -225.06578764 
   0.90000000   2.14137931 -225.05206352 
   0.90000000   2.24482759 -225.03953427 
   0.90000000   2.34827586 -225.02868641 
   0.90000000   2.45172414 -225.01957408 
   0.90000000   2.55517241 -225.01215761 
   0.90000000   2.65862069 -225.00584477 
   0.90000000   2.76206897 -225.00063912 
   0.90000000   2.86551724 -224.99631501 
   0.90000000   2.96896552 -224.99246439 
   0.90000000   3.07241379 -224.98910446 
   0.90000000   3.17586207 -224.98599967 
   0.90000000   3.27931034 -224.98344194 
   0.90000000   3.38275862 -224.98119710 
   0.90000000   3.48620690 -224.97926489 
   0.90000000   3.58965517 -224.97760842 
   0.90000000   3.69310345 -224.97616743 
   0.90000000   3.79655172 -224.97487835 
   0.90000000   3.90000000 -224.97369592 
   1.00344828   0.90000000 -224.93661725 
   1.00344828   1.00344828 -225.15886814 
   1.00344828   1.10689655 -225.26179446 
   1.00344828   1.21034483 -225.30493215 
   1.00344828   1.31379310 -225.31865012 
   1.00344828   1.41724138 -225.31772141 
   1.00344828   1.52068966 -225.30898787 
   1.00344828   1.62413793 -225.29617430 
   1.00344828   1.72758621 -225.28126523 
   1.00344828   1.83103448 -225.26563004 
   1.00344828   1.93448276 -225.25014966 
   1.00344828   2.03793103 -225.23551605 
   1.00344828   2.14137931 -225.22204828 
   1.00344828   2.24482759 -225.21005375 
   1.00344828   2.34827586 -225.20018802 
   1.00344828   2.45172414 -225.19236802 
   1.00344828   2.55517241 -225.18597281 
   1.00344828   2.65862069 -225.18091073 
   1.00344828   2.76206897 -225.17668726 
   1.00344828   2.86551724 -225.17324982 
   1.00344828   2.96896552 -225.17025299 
   1.00344828   3.07241379 -225.16752138 
   1.00344828   3.17586207 -225.16533620 
   1.00344828   3.27931034 -225.16329909 
   1.00344828   3.38275862 -225.16167403 
   1.00344828   3.48620690 -225.16019863 
   1.00344828   3.58965517 -225.15907649 
   1.00344828   3.69310345 -225.15801535 
   1.00344828   3.79655172 -225.15714179 
   1.00344828   3.90000000 -225.15633491 
   1.10689655   0.90000000 -225.05282834 
   1.10689655   1.00344828 -225.26189496 
   1.10689655   1.10689655 -225.35447968 
   1.10689655   1.21034483 -225.38926455 
   1.10689655   1.31379310 -225.39608766 
   1.10689655   1.41724138 -225.38953840 
   1.10689655   1.52068966 -225.37665419 
   1.10689655   1.62413793 -225.36087534 
   1.10689655   1.72758621 -225.34404484 
